"tilskuddsnummer";"tilskuddsmottakerOrganisasjonsnummer";"tilskuddsmottakerNavn";"kommunenummer";"kommune";"fylkesnummer";"fylke";"naeringskode1";"naeringskode2";"naeringskode3";"tilskuddsbelop";"tildelingsdato";"tilskuddsperiode";"sammenligningsperiode";"sumFasteUungaaeligeKostanderITilskuddsperioden";"omsetningITilskuddsperiode";"omsetningISammenligningsperiode";"justeringsfaktor";"uavhengigMedsignererOrganisasjonsnummer";"uavhengigMedsignererNavn"
"2021005542";"997438965";"JOBBFOLK AS";"1121";"TIME";"1100";"Rogaland";"78.200";"";"";"9474,69";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"14491,00";"190432,00";"2887357,00";"0.70";"919314443";"FRYD REVISJON AS"
"2021005541";"997438965";"JOBBFOLK AS";"1121";"TIME";"1100";"Rogaland";"78.200";"";"";"10829,01";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"15389,00";"203313,00";"1181122,00";"0.85";"919314443";"FRYD REVISJON AS"
"2021005540";"992293810";"JAN MYKING";"1804";"BODØ";"1800";"Nordland";"49.320";"";"";"9845,97";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"31100,00";"265264,00";"484299,00";"0.70";"923564772";"EKSAKT ØKONOMI AS"
"2021005539";"911989824";"MOTORSPORT EVENT AS";"3003";"SARPSBORG";"3000";"Viken";"79.903";"";"";"71250,00";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"105671,00";"0,00";"71250,00";"0.85";"968644025";"ØKO DRIFT AS"
"2021005538";"820903692";"TOURISTSHOP TROMSØ HAVN AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"47.789";"";"";"194864,89";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"230325,00";"14000,00";"3007434,00";"0.85";"851987142";"SPAREBANK 1 REGNSKAPSHUSET NORD-NORGE AS"
"2021005537";"911989824";"MOTORSPORT EVENT AS";"3003";"SARPSBORG";"3000";"Viken";"79.903";"";"";"73969,70";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"105671,00";"0,00";"97265,00";"0.70";"968644025";"ØKO DRIFT AS"
"2021005536";"886104502";"NYE VICTORIA HOTELL AS";"3004";"FREDRIKSTAD";"3000";"Viken";"55.101";"";"";"395752,30";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"468893,00";"5000,00";"710000,00";"0.85";"988571172";"GRØM & GLUPPE REVISJON AS"
"2021005535";"947761145";"HEGNAR HOTELL AS";"3025";"ASKER";"3000";"Viken";"55.101";"";"";"1500521,29";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"1875170,00";"741846,00";"12663421,00";"0.85";"983338917";"AZETS INSIGHT AS"
"2021005534";"921368496";"EWAVE NORGE AS";"0301";"OSLO";"0300";"Oslo";"74.909";"";"";"97247,00";"2021-02-09T00:00";"november-desember2020";"januar-februar2020";"230544,00";"25970,00";"123217,00";"0.85";"920633501";"FROCEMA ØKONOMI AS"
"2021005533";"921368496";"EWAVE NORGE AS";"0301";"OSLO";"0300";"Oslo";"74.909";"";"";"114064,00";"2021-02-09T00:00";"september-oktober2020";"januar-februar2020";"220632,00";"9153,00";"123217,00";"0.70";"920633501";"FROCEMA ØKONOMI AS"
"2021005532";"886104502";"NYE VICTORIA HOTELL AS";"3004";"FREDRIKSTAD";"3000";"Viken";"55.101";"";"";"261875,03";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"453332,00";"439000,00";"2512000,00";"0.70";"988571172";"GRØM & GLUPPE REVISJON AS"
"2021005531";"879582482";"KULTURKOMPANIET AS";"1103";"STAVANGER";"1100";"Rogaland";"79.903";"";"";"156461,75";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"280588,00";"1993369,00";"9800307,00";"0.70";"943708428";"REVISJON SØR AS"
"2021005530";"820903692";"TOURISTSHOP TROMSØ HAVN AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"47.789";"";"";"158320,97";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"229071,00";"17165,41";"1356746,74";"0.70";"851987142";"SPAREBANK 1 REGNSKAPSHUSET NORD-NORGE AS"
"2021005529";"988440884";"SHOWROOM AS";"1108";"SANDNES";"1100";"Rogaland";"46.660";"";"";"117229,36";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"294119,00";"4764039,00";"8970394,00";"0.85";"896861042";"DATAPLAN REGNSKAP AS"
"2021005528";"899645332";"LUNNER KATTE- OG HUNDEPENSJONAT AS";"3054";"LUNNER";"3000";"Viken";"01.620";"";"";"12746,71";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"33556,00";"119317,00";"260895,00";"0.70";"999166962";"HADELAND REGNSKAP AS"
"2021005527";"919625406";"MALIK TAXI AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"49.320";"";"";"16677,23";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"53376,00";"331525,00";"576224,00";"0.85";"964276390";"REGNSKAPSFORUM AS"
"2021005526";"997993357";"ÅGE SØRENSEN TORGHANDEL AS";"4601";"BERGEN";"4600";"Vestland";"47.810";"";"";"19361,24";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"27892,00";"9086,00";"1087259,00";"0.70";"996336050";"ØCON CONSULT AS"
"2021005525";"812103652";"KENNETH EIMSTAD RESTAURANTDRIFT AS";"1120";"KLEPP";"1100";"Rogaland";"56.101";"";"";"17187,59";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"26846,35";"525266,00";"2128315,00";"0.85";"980126625";"SANDNES REGNSKAP AS"
"2021005524";"974491753";"MELBERG LAKKERING & KIOSK KJELL OLAF MELBERG";"1130";"STRAND";"1100";"Rogaland";"45.200";"";"";"14461,29";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"38515,00";"87795,00";"157263,00";"0.85";"987605073";"PARTNER REGNSKAP AS"
"2021005523";"968058142";"BERGEN BYGG AS";"4601";"BERGEN";"4600";"Vestland";"68.209";"";"";"600665,31";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"2788397,00";"8344466,00";"12053898,00";"0.70";"982316588";"RSM NORGE AS"
"2021005522";"812103652";"KENNETH EIMSTAD RESTAURANTDRIFT AS";"1120";"KLEPP";"1100";"Rogaland";"56.101";"";"";"11659,57";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"25748,36";"876773,00";"2483049,00";"0.70";"980126625";"SANDNES REGNSKAP AS"
"2021005521";"966326662";"FOKUS FOTO Fotograf John T Pedersen";"3004";"FREDRIKSTAD";"3000";"Viken";"74.200";"";"";"5296,12";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"13610,00";"69916,00";"128950,00";"0.85";"951930342";"BETTEKS AS"
"2021005520";"966326662";"FOKUS FOTO Fotograf John T Pedersen";"3004";"FREDRIKSTAD";"3000";"Viken";"74.200";"";"";"13349,25";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"21073,00";"8500,00";"89442,00";"0.70";"951930342";"BETTEKS AS"
"2021005519";"997295218";"HELSE PERSONAL AS";"4601";"BERGEN";"4600";"Vestland";"78.200";"";"";"17796,89";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"79071,00";"2069181,00";"3049800,00";"0.70";"924375264";"DF ACCOUNTING AS"
"2021005518";"919681136";"TORGGATA CAMPING AS";"3005";"DRAMMEN";"3000";"Viken";"56.301";"";"";"68414,43";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"95315,00";"137749,00";"885490,00";"0.85";"982349362";"INFOSERVE AS"
"2021005516";"910891324";"ALLES AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"47.510";"";"";"8410,12";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"16081,00";"136615,00";"355099,00";"0.85";"970895167";"ALL REVISJON AS"
"2021005514";"913496663";"FJORDBOTN AS";"5421";"SENJA";"5400";"Troms og Finnmark Romsa ja Finnmárku";"55.300";"";"";"50898,02";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"95075,00";"58700,00";"158571,00";"0.85";"971532904";"SENJA SAMDRIFTSKONTOR AS"
"2021005513";"916622848";"BIRKSTAALE AS";"4626";"ØYGARDEN";"4600";"Vestland";"73.110";"";"";"59183,39";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"87910,00";"71957,00";"346000,00";"0.85";"991599460";"ELTO REGNSKAP AS"
"2021005512";"998233402";"SEMAFIX MARIANN ANDA";"1124";"SOLA";"1100";"Rogaland";"47.990";"";"";"18690,37";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"43428,00";"35340,00";"91750,00";"0.70";"917730768";"NOTABENE REGNSKAP, BERIT MARGARET NUMMEDAL"
"2021005511";"990274444";"PABAK AS";"3805";"LARVIK";"3800";"Vestfold og Telemark";"68.209";"";"";"15170,45";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"57398,00";"143838,00";"231093,00";"0.70";"932707535";"LARVIK REGNSKAPSBYRÅ AS"
"2021005510";"914446856";"EMOBILITY AS";"1525";"STRANDA";"1500";"Møre og Romsdal";"93.291";"";"";"159714,52";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"237886,00";"21809,00";"533619,00";"0.70";"977075459";"ØKONSULT AS"
"2021005509";"991482849";"FLATLAND MASKIN";"4640";"SOGNDAL";"4600";"Vestland";"43.120";"";"";"9796,90";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"24892,70";"72600,00";"135200,00";"0.85";"952227904";"ØKONOMISERVICE AS"
"2021005507";"996838129";"EUROPABUSSEN AS";"3806";"PORSGRUNN";"3800";"Vestfold og Telemark";"79.120";"";"";"50092,37";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"71260,58";"30947,00";"178880,00";"0.85";"921166389";"REGNSKAPSSERVICE AS"
"2021005506";"996838129";"EUROPABUSSEN AS";"3806";"PORSGRUNN";"3800";"Vestfold og Telemark";"79.120";"";"";"36908,80";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"76876,12";"313367,00";"997564,00";"0.70";"921166389";"REGNSKAPSSERVICE AS"
"2021005505";"980825906";"FALK BYGG AS";"3018";"VÅLER";"3000";"Viken";"16.231";"";"";"37599,46";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"143048,00";"3205948,00";"4641119,00";"0.85";"923758941";"PT-REGNSKAP AS"
"2021005504";"983443400";"KASSEROLLEN RESTAURANTDRIFT AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"630603,91";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"792380,00";"610276,00";"9576973,00";"0.85";"993800139";"ECIT VIKEN AS"
"2021005503";"912040216";"SENAB EIKELAND ØST AS";"0301";"OSLO";"0300";"Oslo";"46.650";"";"";"438911,77";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"1116489,00";"22465256,00";"41795172,00";"0.85";"980024679";"ERGA REVISJON AS"
"2021005502";"990735611";"SØLVGARDEN HOTELL & FERIESENTER AS";"4221";"VALLE";"4200";"Agder";"55.101";"55.300";"";"91810,94";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"302655,00";"1144408,00";"1779475,00";"0.85";"916589085";"MERKANTIL SERVICE AS"
"2021005501";"911330369";"SENAB EIKELAND STAVANGER AS";"1124";"SOLA";"1100";"Rogaland";"46.650";"";"";"326479,81";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"1024167,00";"22724191,00";"36360482,00";"0.85";"980024679";"ERGA REVISJON AS"
"2021005500";"995845709";"ANNE LOUISE JUVBERGET PUB BEDRIFT.";"1871";"ANDØY";"1800";"Nordland";"56.301";"";"";"11462,73";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"21558,54";"100976,00";"269652,00";"0.85";"913270940";"ACTIVREGNSKAP AS"
"2021005499";"918976604";"VALHALL BYGGPROSJEKTERING AS";"4601";"BERGEN";"4600";"Vestland";"46.732";"68.209";"";"135500,40";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"189023,00";"179947,00";"1148708,00";"0.85";"813798662";"LIKVIDITAS REGNSKAP AS"
"2021005498";"995731282";"BYGG OG LØSØRETAKST AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"74.901";"";"";"7838,22";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"18503,00";"297398,00";"753230,00";"0.70";"984127448";"ØKONOMI OG REGNSKAPSPARTNER AS"
"2021005497";"898132242";"MO1N AS";"1833";"RANA";"1800";"Nordland";"56.301";"";"";"74624,23";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"110443,00";"119201,00";"581238,00";"0.85";"996015505";"FJECO REGNSKAP AS"
"2021005496";"991492143";"FREDRIKSEN LANDBRUKSVERKSTED AS";"3441";"GAUSDAL";"3400";"Innlandet";"46.610";"";"";"131690,30";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"315836,00";"3635578,00";"8991257,00";"0.70";"983338917";"AZETS INSIGHT AS"
"2021005495";"997830644";"BRASSERIE POSTEN AS";"1525";"STRANDA";"1500";"Møre og Romsdal";"56.101";"";"";"74781,96";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"162021,00";"420000,00";"1233000,00";"0.70";"988783315";"STORDAL REGNSKAP AS"
"2021005494";"984131933";"MAMOUNIA AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"87545,21";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"104829,00";"24761,00";"1414812,00";"0.85";"955647289";"VALID REGNSKAP AS"
"2021005493";"971473568";"NORDKAPP TAXISENTRAL DA";"5435";"NORDKAPP";"5400";"Troms og Finnmark Romsa ja Finnmárku";"52.214";"";"";"18058,17";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"56579,00";"203851,00";"326418,00";"0.85";"976516109";"NORDKAPP REGNSKAPSBYRÅ AS"
"2021005492";"983388671";"EXTRA LARGE PRINT AS";"3024";"BÆRUM";"3000";"Viken";"18.120";"";"";"252935,59";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"470535,00";"910811,00";"2477794,00";"0.85";"889380802";"PROGRESSUM LØRENSKOG AS"
"2021005491";"996419606";"BLUEX AS";"0301";"OSLO";"0300";"Oslo";"79.120";"";"";"17075,00";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"47010,00";"0,00";"17075,00";"0.85";"980431436";"AUTORISERT REGNSKAPSFØRER TORUN ELLINGSEN"
"2021005490";"996419606";"BLUEX AS";"0301";"OSLO";"0300";"Oslo";"79.120";"";"";"32700,48";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"47998,00";"490000,00";"18330930,00";"0.70";"980431436";"AUTORISERT REGNSKAPSFØRER TORUN ELLINGSEN"
"2021005489";"812652982";"GRENLAND FYSIOTERAPI AS";"3806";"PORSGRUNN";"3800";"Vestfold og Telemark";"86.902";"";"";"30965,68";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"73994,00";"174136,00";"343017,00";"0.85";"950508671";"ATENTI AS"
"2021005488";"982529026";"BAR SUSHI AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"97828,57";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"666226,00";"1771359,00";"3764993,00";"0.85";"935174627";"KPMG AS"
"2021005487";"999269826";"TROND KJÆRSTAD UTVIKLING AS";"3023";"NESODDEN";"3000";"Viken";"85.599";"";"";"19422,15";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"34541,00";"52500,00";"266870,00";"0.70";"993800139";"ECIT VIKEN AS"
"2021005486";"999269826";"TROND KJÆRSTAD UTVIKLING AS";"3023";"NESODDEN";"3000";"Viken";"85.599";"";"";"20738,69";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"32190,00";"72784,00";"300700,00";"0.85";"993800139";"ECIT VIKEN AS"
"2021005484";"986781390";"LINDAS GYM AS";"4614";"STORD";"4600";"Vestland";"93.130";"";"";"85861,42";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"256066,00";"380694,00";"628708,00";"0.85";"923804714";"THUNEM REGNSKAP AS"
"2021005483";"912530760";"KAMPEN APARTMENTS AND HOTELL AS";"0301";"OSLO";"0300";"Oslo";"55.101";"";"";"1949320,92";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"6197984,00";"6138932,00";"11147474,00";"0.70";"913801415";"REVISJONSFORUM AS"
"2021005482";"919019972";"STEELMASTER AS";"4204";"KRISTIANSAND";"4200";"Agder";"46.630";"";"";"21590,44";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"28963,00";"115800,00";"941455,00";"0.85";"950428643";"MULTI REGNSKAP AS"
"2021005481";"921203357";"DELEGATO AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"62.010";"";"";"9996,95";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"16000,00";"128100,00";"483524,00";"0.85";"984127448";"ØKONOMI OG REGNSKAPSPARTNER AS"
"2021005480";"921203357";"DELEGATO AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"62.010";"";"";"16825,20";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"24036,00";"0,00";"463637,50";"0.70";"984127448";"ØKONOMI OG REGNSKAPSPARTNER AS"
"2021005478";"984131933";"MAMOUNIA AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"35213,34";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"104829,00";"232016,00";"446077,00";"0.70";"955647289";"VALID REGNSKAP AS"
"2021005477";"979190816";"BERGENSPUBEN AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"165626,68";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"446274,00";"365506,00";"2038862,00";"0.85";"935174627";"KPMG AS"
"2021005476";"986760997";"GODE FRUKTER AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"46.310";"";"";"10642,39";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"41475,00";"559260,00";"801094,00";"0.85";"917907781";"KJEØY REGNSKAP AS"
"2021005475";"986503781";"SVERRE ISACHSEN ANLEGG & TRANSPORT AS";"3048";"ØVRE EIKER";"3000";"Viken";"93.190";"";"";"233431,62";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"472444,00";"2113129,00";"5046721,00";"0.85";"917840229";"ANKA REGNSKAP AS"
"2021005474";"916537174";"P & M HOLDING AS";"1804";"BODØ";"1800";"Nordland";"93.291";"";"";"23490,98";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"111379,53";"102400,00";"146557,69";"0.70";"981118081";"ADMINOR AS"
"2021005473";"988041769";"REISER & OPPLEVELSER AS";"3401";"KONGSVINGER";"3400";"Innlandet";"79.120";"";"";"11166,06";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"27541,00";"29289,00";"59675,00";"0.85";"985135088";"SØR-HEDMARK REVISJON AS"
"2021005472";"981296419";"TRIO AS";"1857";"VÆRØY";"1800";"Nordland";"03.111";"";"";"58048,20";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"82926,00";"0,00";"302882,00";"0.70";"981947843";"ACCOUNTOR AS"
"2021005471";"988041769";"REISER & OPPLEVELSER AS";"3401";"KONGSVINGER";"3400";"Innlandet";"79.120";"";"";"18994,16";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"30582,00";"12500,00";"110885,00";"0.70";"985135088";"SØR-HEDMARK REVISJON AS"
"2021005470";"996086011";"STEIG TRANSPORT AS";"1848";"STEIGEN";"1800";"Nordland";"49.410";"";"";"44118,42";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"61195,00";"10000,00";"65865,00";"0.85";"993614882";"ØKORÅD NORDSALTEN AS"
"2021005469";"920772420";"SENDE BUSSTRAFIKK V/ANNAR SENDE";"5038";"VERDAL";"5000";"Trøndelag Trööndelage";"49.391";"";"";"143411,95";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"371541,00";"685792,00";"1528798,00";"0.70";"997862996";"VUKU OG OMEGN REGNSKAP AS"
"2021005468";"986293876";"UNIQUE FOOD AS";"3024";"BÆRUM";"3000";"Viken";"46.389";"";"";"8284,74";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"51704,00";"1233000,00";"2112000,00";"0.85";"979788347";"ØKODOC AS"
"2021005467";"984169086";"OSLO GUIDEBUREAU AS";"0301";"OSLO";"0300";"Oslo";"79.902";"";"";"39068,74";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"57798,00";"139684,00";"4066175,00";"0.70";"967418064";"BERGE & LUNDAL REVISJONSSELSKAP AS"
"2021005466";"998899850";"KIND ENERGI AS";"0301";"OSLO";"0300";"Oslo";"43.222";"";"";"58571,19";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"168105,00";"2606720,00";"4417467,00";"0.85";"991181954";"HK REGNSKAP SANDEFJORD AS"
"2021005465";"950495332";"TRIMAKK ANS";"3805";"LARVIK";"3800";"Vestfold og Telemark";"46.431";"";"";"17549,57";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"68473,00";"1362977,00";"2150286,00";"0.70";"986085750";"DATAREGNSKAP AS"
"2021005464";"950495332";"TRIMAKK ANS";"3805";"LARVIK";"3800";"Vestfold og Telemark";"46.431";"";"";"22195,50";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"73160,00";"1076359,00";"1673759,00";"0.85";"986085750";"DATAREGNSKAP AS"
"2021005463";"913809327";"MOSJØEN LYD OG LYS AS";"1824";"VEFSN";"1800";"Nordland";"90.011";"";"";"11847,20";"2021-02-09T00:00";"november-desember2020";"januar-februar2020";"19717,00";"17000,00";"58000,00";"0.85";"851987142";"SPAREBANK 1 REGNSKAPSHUSET NORD-NORGE AS"
"2021005462";"986293876";"UNIQUE FOOD AS";"3024";"BÆRUM";"3000";"Viken";"46.389";"";"";"10067,36";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"49104,00";"911000,00";"2178000,00";"0.70";"979788347";"ØKODOC AS"
"2021005461";"922140022";"ASKØY GJERDENETT AS";"4627";"ASKØY";"4600";"Vestland";"25.990";"";"";"28137,48";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"58225,00";"475125,00";"1534459,00";"0.70";"967630519";"RÅD & REGNSKAP SOTRA AS"
"2021005460";"916998120";"NAMASTE AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"36670,43";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"142164,00";"480352,00";"689630,00";"0.85";"992720999";"M & N REGNSKAP DA"
"2021005459";"912344665";"WHATSOUP AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"38793,61";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"109184,00";"735824,00";"1264315,00";"0.85";"922693528";"DELIB ØKONOMI AS"
"2021005458";"986273468";"SAVALEN DRIFT AS";"3427";"TYNSET";"3400";"Innlandet";"55.101";"";"";"1376827,66";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"1935524,00";"1090499,00";"6685170,00";"0.85";"928942767";"REVISORKONSULT AS"
"2021005457";"947761145";"HEGNAR HOTELL AS";"3025";"ASKER";"3000";"Viken";"55.101";"";"";"652595,86";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"1631097,00";"7728519,00";"18039001,00";"0.70";"983338917";"AZETS INSIGHT AS"
"2021005456";"912195821";"TONSTAD MASKIN TEKNIKK V/SVEIN MAGNE JOSDAL";"4228";"SIRDAL";"4200";"Agder";"43.120";"";"";"60248,73";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"151129,00";"172485,00";"324836,00";"0.85";"982238102";"SANDNES REGNSKAPSKONTOR Torild Forus"
"2021005455";"968122630";"PAFF INVEST AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"112742,89";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"202331,00";"829696,00";"2408777,00";"0.85";"917289093";"CALCULUS AS"
"2021005454";"997198735";"XTRA TURBUSSER AS";"4601";"BERGEN";"4600";"Vestland";"49.392";"";"";"22743,55";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"50597,00";"160010,00";"339600,00";"0.85";"958582528";"KEMAX ØKONOMI REGNSKAP AS"
"2021005453";"912670511";"BETTER MOMENTS AS";"2100";"SVALBARD";"";"";"93.291";"";"";"89190,97";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"226056,00";"632922,00";"1450480,00";"0.70";"912839206";"LONGYEARBYEN REGNSKAP AS"
"2021005452";"974346869";"HILDES GÅRDSBUTIKK Hilde Sletholen";"3030";"LILLESTRØM";"3000";"Viken";"47.762";"";"";"19237,18";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"36676,00";"328246,63";"857217,12";"0.85";"971455012";"VORMA ØKONOMI OG REGNSKAP SA"
"2021005451";"968122630";"PAFF INVEST AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"80686,81";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"202331,00";"1103045,00";"2563400,00";"0.70";"917289093";"CALCULUS AS"
"2021005450";"981669959";"NYE BARONEN BOWLING AS";"1507";"ÅLESUND";"1500";"Møre og Romsdal";"93.110";"";"";"143314,82";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"274608,00";"371332,00";"961967,00";"0.85";"821961742";"JOHANSSON REGNSKAP AS"
"2021005449";"917094659";"VAULDALEN FJELLHOTELL AS";"5025";"RØROS";"5000";"Trøndelag Trööndelage";"55.101";"";"";"119458,21";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"180701,00";"554675,00";"2495655,00";"0.85";"928942767";"REVISORKONSULT AS"
"2021005448";"983520804";"AKKA ARABISK ESPRESSO AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"45794,26";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"92532,00";"123641,00";"295960,00";"0.85";"986499547";"KIRO KOMPETANSE AS"
"2021005447";"881504952";"MODUS DESIGN AS";"0301";"OSLO";"0300";"Oslo";"82.300";"";"";"193116,86";"2021-02-09T00:00";"november-desember2020";"januar-februar2020";"425494,00";"2122986,00";"4555362,00";"0.85";"942896204";"SKEDSMO REGNSKAP AS"
"2021005446";"976240766";"ØVRE-EIDE GÅRD Arild Nydegger Øvre-Eide";"4601";"BERGEN";"4600";"Vestland";"56.101";"01.500";"";"109629,09";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"206618,97";"221207,48";"588659,96";"0.85";"986758526";"ØKONOMI OG DATA AS"
"2021005445";"997198735";"XTRA TURBUSSER AS";"4601";"BERGEN";"4600";"Vestland";"49.392";"";"";"14156,68";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"49850,00";"242061,00";"407300,00";"0.70";"958582528";"KEMAX ØKONOMI REGNSKAP AS"
"2021005444";"933182231";"S-BUSS AS";"3029";"LØRENSKOG";"3000";"Viken";"49.392";"";"";"12941,93";"2021-02-09T00:00";"september-oktober2020";"september-oktober2019";"29787,00";"135577,00";"357430,00";"0.70";"994883291";"LANGSETH SERVICES AS"
"2021005443";"933182231";"S-BUSS AS";"3029";"LØRENSKOG";"3000";"Viken";"49.392";"";"";"23261,20";"2021-02-09T00:00";"november-desember2020";"november-desember2019";"29912,00";"16344,00";"192028,00";"0.85";"994883291";"LANGSETH SERVICES AS"
"2021005442";"924558040";"BBS - BUCHMÜLLER BO OG SERVICE AS";"1826";"HATTFJELLDAL";"1800";"Nordland";"55.101";"";"";"22222,36";"2021-02-09T00:00";"september-oktober2020";"januar-februar2020";"69956,73";"159509,00";"292033,00";"0.70";"995367629";"HATTFJELLDAL REGNSKAPSSERVICE AS"
